food_type,weather_condition,packaging_type,city,distance_km,delivery_duration,rating,delay_flag,delivery_speed,complaint
Chinese,Clear,Eco,Shivaji Nagar,9.12,23.31,1.5,0,23.47,0
Indian,Cloudy,Eco,Kothrud,9.79,46.44,1.1,0,12.65,0
Indian,Cloudy,Box,Shivaji Nagar,2.32,35.62,2.7,1,3.91,1
Fast Food,Clear,Eco,Hinjewadi,12.99,31.78,2.1,0,24.52,0
Indian,Clear,Bag,Baner,11.78,25.68,2.2,0,27.52,0
Indian,Rainy,Box,Hadapsar,9.27,40.35,4.9,1,13.78,1
Chinese,Rainy,Eco,Koregaon Park,13.86,58.32,1.8,0,14.26,0
Indian,Clear,Plastic,Viman Nagar,3.36,55.06,2.8,0,3.66,0
Chinese,Clear,Plastic,Viman Nagar,10.61,11.52,4.9,0,55.26,0
Chinese,Cloudy,Eco,Pimpri,14.48,34.05,1.1,0,25.52,0
Indian,Rainy,Box,Hinjewadi,5.34,26.47,3.8,0,12.1,0
Fast Food,Stormy,Box,Kothrud,1.21,35.53,2.5,1,2.04,1
Fast Food,Cloudy,Box,Koregaon Park,11.29,40.31,4.6,0,16.8,0
Dessert,Stormy,Bag,Pimpri,1.1,20.0,4.6,0,3.3,0
Dessert,Clear,Plastic,Hinjewadi,13.22,49.08,2.5,1,16.16,0
Indian,Cloudy,Eco,Baner,1.79,33.75,1.9,0,3.18,0
Fast Food,Clear,Eco,Kothrud,10.14,59.6,2.7,0,10.21,0
Chinese,Rainy,Plastic,Viman Nagar,6.28,11.26,4.9,0,33.46,0
Dessert,Clear,Bag,Baner,3.85,19.49,2.1,0,11.85,0
Chinese,Clear,Box,Pimpri,13.58,44.48,4.9,1,18.32,0
Dessert,Cloudy,Plastic,Shivaji Nagar,11.45,44.76,4.3,1,15.35,0
Indian,Cloudy,Eco,Kothrud,5.77,39.11,2.1,1,8.85,1
Fast Food,Clear,Bag,Baner,4.98,58.6,4.2,1,5.1,0
Dessert,Rainy,Eco,Hadapsar,11.3,30.77,1.2,0,22.03,0
Fast Food,Clear,Box,Wakad,12.71,30.85,3.2,1,24.72,0
Chinese,Clear,Plastic,Baner,11.02,55.52,2.4,0,11.91,0
Indian,Cloudy,Box,Pimpri,9.96,36.92,2.7,1,16.19,0
Fast Food,Clear,Bag,Shivaji Nagar,4.19,27.69,2.9,0,9.08,0
Indian,Stormy,Plastic,Pimpri,12.94,45.95,3.0,0,16.9,0
Fast Food,Clear,Box,Shivaji Nagar,11.5,40.98,3.6,0,16.84,0
Chinese,Rainy,Box,Hadapsar,8.24,25.32,3.8,0,19.53,0
Chinese,Rainy,Box,Wakad,8.16,24.9,4.9,0,19.66,0
Indian,Clear,Bag,Hadapsar,8.97,29.78,4.1,0,18.07,0
Chinese,Clear,Box,Wakad,12.6,13.58,3.8,0,55.67,0
Dessert,Cloudy,Eco,Hinjewadi,11.39,57.13,2.6,0,11.96,0
Fast Food,Cloudy,Plastic,Viman Nagar,12.99,19.15,1.5,0,40.7,0
Chinese,Clear,Plastic,Shivaji Nagar,8.1,19.69,1.2,0,24.68,0
Dessert,Rainy,Box,Hinjewadi,9.75,42.35,2.9,0,13.81,0
Indian,Clear,Bag,Baner,12.96,46.21,3.7,0,16.83,0
Dessert,Clear,Eco,Wakad,4.25,46.84,3.6,0,5.44,0
Indian,Clear,Eco,Hadapsar,7.22,28.75,4.8,0,15.07,0
Indian,Clear,Plastic,Hinjewadi,9.69,53.67,2.5,0,10.83,0
Fast Food,Cloudy,Plastic,Hadapsar,13.81,37.2,3.5,0,22.27,0
Fast Food,Cloudy,Eco,Wakad,1.22,31.93,4.6,1,2.29,0
Dessert,Stormy,Plastic,Hadapsar,3.98,50.52,2.6,1,4.73,1
Fast Food,Rainy,Box,Kothrud,4.28,22.18,2.9,1,11.58,1
Fast Food,Stormy,Eco,Kothrud,5.57,53.01,4.7,0,6.3,0
Fast Food,Rainy,Plastic,Shivaji Nagar,4.95,36.94,3.2,0,8.04,0
Dessert,Rainy,Box,Hadapsar,9.26,55.0,4.2,1,10.1,1
Chinese,Stormy,Box,Baner,13.4,20.08,4.7,0,40.04,0
Fast Food,Rainy,Eco,Kothrud,9.92,56.8,3.3,0,10.48,0
Fast Food,Clear,Box,Baner,4.38,44.39,1.4,1,5.92,1
Dessert,Cloudy,Eco,Pimpri,13.09,40.92,4.3,0,19.19,0
Chinese,Stormy,Box,Koregaon Park,9.85,31.1,4.3,1,19.0,1
Fast Food,Cloudy,Eco,Wakad,4.07,57.82,1.5,0,4.22,0
Indian,Rainy,Eco,Wakad,6.06,32.2,3.2,0,11.29,0
Dessert,Rainy,Eco,Baner,12.06,34.93,2.9,0,20.72,0
Fast Food,Stormy,Eco,Viman Nagar,11.35,49.07,4.4,0,13.88,0
Fast Food,Clear,Box,Baner,9.07,24.24,2.1,1,22.45,0
Indian,Rainy,Eco,Wakad,3.03,24.57,2.7,1,7.4,1
Indian,Clear,Plastic,Koregaon Park,12.25,48.76,3.4,0,15.07,0
Dessert,Rainy,Box,Kothrud,5.31,16.43,3.1,0,19.39,0
Dessert,Rainy,Eco,Baner,11.8,51.15,4.8,1,13.84,1
Indian,Clear,Box,Hadapsar,10.07,41.26,4.8,1,14.64,0
Dessert,Clear,Box,Viman Nagar,4.7,36.95,1.3,0,7.63,0
Indian,Rainy,Box,Wakad,3.97,21.46,2.2,1,11.1,1
Fast Food,Clear,Box,Baner,2.83,49.32,1.0,1,3.44,1
Indian,Clear,Eco,Baner,4.39,50.25,2.7,0,5.24,0
Indian,Cloudy,Box,Hadapsar,3.21,34.15,3.6,1,5.64,0
Chinese,Clear,Plastic,Pimpri,9.64,29.46,2.9,1,19.63,0
Indian,Clear,Box,Kothrud,9.38,22.31,1.3,1,25.23,0
Indian,Stormy,Box,Koregaon Park,9.21,47.71,1.8,0,11.58,0
Chinese,Clear,Plastic,Kothrud,9.99,41.97,1.7,0,14.28,0
Dessert,Clear,Eco,Hadapsar,12.41,20.33,3.0,0,36.63,0
Chinese,Rainy,Plastic,Wakad,13.79,49.72,3.7,1,16.64,1
Fast Food,Cloudy,Bag,Hadapsar,4.23,54.11,2.3,0,4.69,0
Chinese,Stormy,Plastic,Shivaji Nagar,9.23,12.96,1.5,0,42.73,0
Fast Food,Stormy,Eco,Hinjewadi,2.1,48.62,4.2,0,2.59,0
Dessert,Cloudy,Plastic,Pimpri,2.68,52.64,4.4,0,3.05,0
Chinese,Clear,Box,Hinjewadi,10.16,59.58,2.1,1,10.23,1
Chinese,Clear,Eco,Wakad,7.81,21.88,2.7,1,21.42,0
Dessert,Clear,Bag,Koregaon Park,11.62,28.55,1.3,1,24.42,0
Fast Food,Clear,Eco,Kothrud,6.96,58.31,1.9,0,7.16,0
Chinese,Cloudy,Box,Viman Nagar,2.79,14.7,4.1,1,11.39,0
Fast Food,Rainy,Bag,Shivaji Nagar,13.21,36.19,2.5,0,21.9,0
Chinese,Clear,Eco,Pimpri,2.16,35.34,3.4,0,3.67,0
Indian,Cloudy,Eco,Hinjewadi,3.65,40.33,4.8,0,5.43,0
Chinese,Clear,Box,Baner,4.88,26.54,3.9,1,11.03,0
Dessert,Clear,Plastic,Shivaji Nagar,14.93,56.3,2.8,0,15.91,0
Dessert,Rainy,Plastic,Kothrud,6.84,23.5,2.5,0,17.46,0
Fast Food,Clear,Bag,Shivaji Nagar,8.02,42.48,1.8,0,11.33,0
Chinese,Clear,Box,Wakad,11.78,34.8,4.0,0,20.31,0
Fast Food,Clear,Box,Baner,9.91,23.33,1.4,1,25.49,0
Fast Food,Clear,Plastic,Koregaon Park,12.78,19.44,1.2,0,39.44,0
Indian,Cloudy,Plastic,Baner,7.81,57.83,1.4,0,8.1,0
Indian,Stormy,Bag,Koregaon Park,14.61,38.06,2.0,1,23.03,1
Dessert,Clear,Plastic,Wakad,12.16,40.21,3.5,0,18.14,0
Fast Food,Clear,Bag,Koregaon Park,6.62,49.14,4.4,0,8.08,0
Dessert,Cloudy,Eco,Baner,6.34,14.06,5.0,1,27.06,0
Chinese,Stormy,Bag,Koregaon Park,14.01,45.69,3.9,1,18.4,1
Fast Food,Clear,Bag,Hadapsar,10.58,18.26,1.6,0,34.76,0
Fast Food,Clear,Bag,Koregaon Park,9.7,47.02,2.1,1,12.38,1
Chinese,Cloudy,Eco,Baner,11.61,17.07,1.5,0,40.81,0
Chinese,Rainy,Plastic,Hadapsar,8.85,51.62,1.5,0,10.29,0
Dessert,Clear,Bag,Hadapsar,3.23,44.05,3.3,0,4.4,0
Dessert,Rainy,Plastic,Baner,5.47,29.29,4.6,0,11.21,0
Chinese,Clear,Bag,Viman Nagar,8.81,27.94,3.7,0,18.92,0
Dessert,Rainy,Plastic,Wakad,1.25,17.45,4.2,0,4.3,0
Chinese,Rainy,Bag,Kothrud,7.12,55.2,3.0,0,7.74,0
Fast Food,Cloudy,Plastic,Kothrud,11.58,15.93,2.9,1,43.62,0
Fast Food,Clear,Box,Hadapsar,3.3,33.6,4.7,0,5.89,0
Indian,Clear,Eco,Wakad,1.9,21.83,3.9,1,5.22,0
Fast Food,Clear,Bag,Koregaon Park,12.7,59.82,2.8,0,12.74,0
Chinese,Cloudy,Eco,Pimpri,9.64,39.29,2.3,0,14.72,0
Dessert,Clear,Bag,Viman Nagar,3.47,17.48,1.4,0,11.91,0
Indian,Clear,Box,Hinjewadi,12.29,43.38,4.3,0,17.0,0
Dessert,Clear,Box,Wakad,10.21,59.58,1.7,1,10.28,1
Chinese,Cloudy,Eco,Viman Nagar,5.68,40.25,3.1,0,8.47,0
Fast Food,Clear,Bag,Kothrud,6.27,32.87,3.5,1,11.45,0
Indian,Clear,Plastic,Pimpri,3.18,24.66,4.0,0,7.74,0
Chinese,Clear,Bag,Koregaon Park,12.69,14.61,1.3,0,52.11,0
Indian,Cloudy,Plastic,Pimpri,8.13,21.41,1.0,0,22.78,0
Indian,Rainy,Eco,Pimpri,8.8,37.68,3.8,0,14.01,0
Fast Food,Cloudy,Eco,Koregaon Park,13.37,47.69,2.8,0,16.82,0
Chinese,Cloudy,Box,Pimpri,1.22,53.9,1.7,0,1.36,0
Dessert,Stormy,Plastic,Wakad,1.94,49.69,4.9,1,2.34,1
Indian,Clear,Bag,Hinjewadi,3.26,16.27,4.2,0,12.02,0
Indian,Stormy,Box,Viman Nagar,1.42,48.67,3.3,1,1.75,1
Dessert,Clear,Eco,Wakad,10.21,39.08,3.8,0,15.68,0
Chinese,Clear,Box,Viman Nagar,9.87,33.46,1.6,0,17.7,0
Indian,Cloudy,Bag,Hadapsar,3.95,38.64,4.8,0,6.13,0
Indian,Clear,Bag,Baner,3.09,10.4,5.0,0,17.83,0
Indian,Clear,Eco,Baner,3.04,13.39,3.6,1,13.62,0
Chinese,Clear,Box,Hinjewadi,14.35,36.29,3.7,1,23.73,0
Chinese,Rainy,Plastic,Wakad,10.71,18.68,3.8,1,34.4,1
Dessert,Clear,Plastic,Hinjewadi,9.2,37.28,3.7,0,14.81,0
Chinese,Cloudy,Plastic,Hinjewadi,5.51,27.71,2.8,1,11.93,1
Chinese,Cloudy,Bag,Viman Nagar,7.06,55.37,3.2,0,7.65,0
Fast Food,Rainy,Box,Hadapsar,2.25,57.48,2.1,0,2.35,0
Dessert,Clear,Plastic,Kothrud,14.97,58.99,2.8,1,15.23,0
Indian,Stormy,Box,Hadapsar,11.57,54.95,2.7,1,12.63,1
Chinese,Clear,Eco,Pimpri,9.7,59.29,2.2,0,9.82,0
Indian,Clear,Plastic,Pimpri,9.23,45.31,4.1,0,12.22,0
Indian,Clear,Box,Hadapsar,8.06,58.03,2.6,0,8.33,0
Fast Food,Rainy,Bag,Hadapsar,4.6,42.09,3.2,0,6.56,0
Chinese,Clear,Eco,Hinjewadi,4.17,50.46,1.6,1,4.96,1
Dessert,Clear,Eco,Baner,8.69,16.6,2.9,0,31.41,0
Chinese,Clear,Eco,Wakad,1.98,44.13,4.0,0,2.69,0
Indian,Clear,Eco,Pimpri,2.04,56.56,2.8,0,2.16,0
Dessert,Rainy,Bag,Hadapsar,8.85,37.0,3.2,1,14.35,1
Chinese,Cloudy,Bag,Koregaon Park,13.88,19.34,3.8,0,43.06,0
Indian,Cloudy,Plastic,Viman Nagar,13.8,36.34,2.6,1,22.78,0
Indian,Clear,Bag,Kothrud,1.15,45.35,2.4,1,1.52,1
Fast Food,Clear,Bag,Shivaji Nagar,2.5,48.49,1.3,0,3.09,0
Fast Food,Stormy,Eco,Viman Nagar,9.16,36.19,3.3,0,15.19,0
Fast Food,Clear,Bag,Baner,12.88,20.87,3.8,0,37.03,0
Indian,Cloudy,Eco,Viman Nagar,14.36,56.33,3.3,0,15.3,0
Chinese,Clear,Box,Koregaon Park,13.05,48.68,2.1,1,16.08,0
Fast Food,Stormy,Box,Baner,10.49,23.53,2.0,0,26.75,0
Chinese,Clear,Box,Wakad,3.81,50.59,1.6,1,4.52,1
Fast Food,Clear,Box,Hinjewadi,2.02,27.39,1.2,0,4.42,0
Dessert,Cloudy,Box,Pimpri,1.67,25.62,2.7,0,3.91,0
Dessert,Rainy,Box,Viman Nagar,9.57,53.15,1.6,0,10.8,0
Fast Food,Clear,Box,Koregaon Park,1.51,53.66,3.8,1,1.69,0
Indian,Rainy,Eco,Hinjewadi,11.35,29.92,4.8,0,22.76,0
Fast Food,Cloudy,Eco,Koregaon Park,10.97,10.45,1.3,0,62.99,0
Fast Food,Clear,Eco,Shivaji Nagar,2.11,19.33,4.6,0,6.55,0
Indian,Clear,Eco,Baner,13.69,55.46,3.6,0,14.81,0
Dessert,Clear,Bag,Wakad,8.31,54.94,4.4,0,9.08,0
Chinese,Clear,Bag,Pimpri,13.66,32.67,1.6,1,25.09,0
Fast Food,Rainy,Plastic,Hinjewadi,13.62,25.21,4.6,0,32.42,0
Indian,Clear,Bag,Viman Nagar,3.76,25.14,4.8,0,8.97,0
Fast Food,Clear,Eco,Baner,6.33,54.86,4.6,0,6.92,0
Indian,Clear,Eco,Shivaji Nagar,2.88,26.24,4.1,0,6.59,0
Chinese,Rainy,Box,Hinjewadi,11.85,35.58,1.4,1,19.98,1
Chinese,Clear,Box,Shivaji Nagar,8.06,46.55,1.9,1,10.39,1
Dessert,Clear,Plastic,Wakad,14.0,20.47,4.7,1,41.04,0
Indian,Clear,Bag,Hadapsar,3.92,22.69,1.9,1,10.37,1
Indian,Stormy,Eco,Hinjewadi,10.64,27.9,2.4,0,22.88,0
Dessert,Clear,Bag,Wakad,14.85,42.71,1.2,1,20.86,0
Dessert,Cloudy,Plastic,Hinjewadi,10.32,50.87,3.5,0,12.17,0
Indian,Clear,Box,Hadapsar,1.96,37.34,3.3,1,3.15,0
Dessert,Clear,Eco,Pimpri,9.24,16.65,4.8,0,33.3,0
Chinese,Rainy,Box,Koregaon Park,3.52,32.31,4.6,0,6.54,0
Fast Food,Clear,Eco,Hinjewadi,1.43,16.38,3.0,0,5.24,0
Chinese,Stormy,Box,Hadapsar,5.69,14.41,3.4,0,23.69,0
Dessert,Stormy,Box,Pimpri,4.73,39.48,2.7,0,7.19,0
Indian,Cloudy,Plastic,Hinjewadi,12.04,57.81,1.5,0,12.5,0
Indian,Rainy,Bag,Koregaon Park,6.23,51.88,4.5,0,7.21,0
Chinese,Clear,Box,Shivaji Nagar,11.26,48.72,3.2,1,13.87,0
Indian,Clear,Eco,Hinjewadi,1.23,46.35,2.7,0,1.59,0
Dessert,Stormy,Bag,Baner,1.21,54.86,1.3,0,1.32,0
Chinese,Rainy,Bag,Pimpri,1.41,47.64,3.7,1,1.78,1
Indian,Rainy,Box,Wakad,4.07,41.34,2.6,0,5.91,0
Fast Food,Clear,Box,Shivaji Nagar,6.24,28.23,2.0,0,13.26,0
Fast Food,Clear,Box,Viman Nagar,9.51,15.05,4.5,1,37.91,0
Dessert,Stormy,Bag,Hinjewadi,14.8,33.05,1.7,0,26.87,0
Indian,Clear,Plastic,Koregaon Park,5.96,56.24,3.1,0,6.36,0
Dessert,Clear,Box,Kothrud,1.78,39.16,4.2,0,2.73,0
Chinese,Clear,Bag,Koregaon Park,3.73,19.23,4.4,1,11.64,0
Fast Food,Cloudy,Bag,Hinjewadi,13.57,42.45,4.3,0,19.18,0
Chinese,Clear,Eco,Kothrud,10.79,33.27,4.6,0,19.46,0
Indian,Cloudy,Box,Hinjewadi,12.06,56.57,1.6,0,12.79,0
Dessert,Clear,Plastic,Koregaon Park,2.74,18.05,4.8,0,9.11,0
Dessert,Cloudy,Eco,Koregaon Park,2.89,45.6,1.0,0,3.8,0
Dessert,Cloudy,Box,Pimpri,2.57,44.08,2.0,0,3.5,0
Chinese,Clear,Eco,Kothrud,13.0,59.18,1.3,0,13.18,0
Fast Food,Rainy,Box,Wakad,3.94,38.25,4.8,0,6.18,0
Chinese,Clear,Eco,Koregaon Park,10.0,53.58,2.7,1,11.2,1
Chinese,Clear,Plastic,Hinjewadi,8.23,11.24,2.3,0,43.93,0
Indian,Cloudy,Eco,Viman Nagar,8.62,16.14,1.7,0,32.04,0
Indian,Clear,Eco,Hinjewadi,3.74,27.3,1.6,0,8.22,0
Indian,Clear,Eco,Pimpri,9.89,40.97,3.5,0,14.48,0
Fast Food,Clear,Box,Viman Nagar,1.6,32.45,1.2,0,2.96,0
Fast Food,Clear,Box,Hinjewadi,14.91,20.13,3.4,0,44.44,0
Indian,Cloudy,Plastic,Baner,1.37,39.46,4.1,0,2.08,0
Indian,Clear,Eco,Hinjewadi,1.7,38.33,3.4,0,2.66,0
Fast Food,Stormy,Bag,Wakad,5.55,36.22,4.3,1,9.19,1
Dessert,Stormy,Eco,Hadapsar,12.64,14.53,2.1,0,52.2,0
Fast Food,Clear,Bag,Koregaon Park,4.6,56.35,1.3,0,4.9,0
Fast Food,Clear,Bag,Pimpri,7.61,39.61,3.9,0,11.53,0
Fast Food,Cloudy,Eco,Kothrud,1.25,23.2,4.3,1,3.23,0
Indian,Clear,Bag,Hinjewadi,2.1,44.37,3.0,0,2.84,0
Dessert,Clear,Bag,Baner,9.51,25.9,4.3,1,22.03,0
Fast Food,Clear,Eco,Baner,3.72,35.29,2.8,0,6.32,0
Indian,Rainy,Box,Kothrud,10.72,27.06,1.8,0,23.77,0
Chinese,Cloudy,Eco,Koregaon Park,12.0,54.02,2.9,0,13.33,0
Chinese,Clear,Plastic,Koregaon Park,12.9,59.7,1.9,0,12.96,0
Fast Food,Clear,Bag,Hinjewadi,2.87,18.06,2.9,0,9.53,0
Chinese,Stormy,Plastic,Shivaji Nagar,7.38,11.18,1.6,1,39.61,1
Dessert,Cloudy,Bag,Hadapsar,14.26,20.97,1.7,0,40.8,0
Chinese,Rainy,Box,Hadapsar,11.81,39.5,4.5,0,17.94,0
Chinese,Cloudy,Bag,Hadapsar,2.64,18.7,1.5,0,8.47,0
Dessert,Clear,Eco,Baner,8.04,50.57,1.9,1,9.54,1
Fast Food,Cloudy,Bag,Pimpri,13.91,30.43,5.0,0,27.43,0
Fast Food,Clear,Plastic,Hadapsar,7.16,40.53,3.3,0,10.6,0
Dessert,Clear,Eco,Hinjewadi,12.72,32.78,3.3,0,23.28,0
Dessert,Cloudy,Plastic,Shivaji Nagar,7.94,55.17,4.4,0,8.64,0
Dessert,Clear,Box,Baner,2.5,11.76,3.1,1,12.76,0
Chinese,Stormy,Plastic,Wakad,3.07,46.47,1.9,0,3.96,0
Dessert,Clear,Plastic,Hinjewadi,1.65,42.61,2.7,0,2.32,0
Indian,Stormy,Plastic,Hadapsar,3.73,42.48,4.0,0,5.27,0
Chinese,Stormy,Eco,Koregaon Park,13.51,30.7,4.5,0,26.4,0
Fast Food,Clear,Box,Hadapsar,10.1,10.78,2.1,0,56.22,0
Fast Food,Cloudy,Box,Pimpri,11.34,44.46,2.0,0,15.3,0
Fast Food,Clear,Box,Hinjewadi,9.7,51.47,2.3,1,11.31,1
Chinese,Stormy,Plastic,Baner,6.41,14.26,3.4,1,26.97,1
Indian,Clear,Eco,Pimpri,4.04,32.08,2.1,1,7.56,1
Dessert,Cloudy,Eco,Kothrud,13.96,18.13,4.6,1,46.2,0
Dessert,Clear,Eco,Baner,8.21,40.55,4.9,0,12.15,0
Fast Food,Clear,Plastic,Kothrud,7.74,49.28,3.7,0,9.42,0
Fast Food,Clear,Box,Koregaon Park,14.95,43.34,4.9,1,20.7,0
Chinese,Clear,Plastic,Pimpri,6.38,25.9,2.2,0,14.78,0
Indian,Cloudy,Eco,Baner,12.96,16.99,4.3,0,45.77,0
Dessert,Rainy,Plastic,Viman Nagar,13.07,49.71,3.7,1,15.78,1
Chinese,Rainy,Bag,Viman Nagar,4.26,26.2,2.1,1,9.76,1
Dessert,Clear,Box,Wakad,2.33,11.11,2.3,0,12.58,0
Fast Food,Clear,Box,Kothrud,14.66,38.57,3.0,0,22.81,0
Dessert,Clear,Eco,Shivaji Nagar,6.96,22.33,4.2,0,18.7,0
Indian,Cloudy,Plastic,Hinjewadi,1.03,52.06,4.5,0,1.19,0
Indian,Stormy,Eco,Hadapsar,7.99,17.16,3.5,1,27.94,1
Fast Food,Clear,Plastic,Koregaon Park,9.67,31.74,3.9,0,18.28,0
Indian,Clear,Bag,Viman Nagar,11.87,22.66,2.1,0,31.43,0
Indian,Clear,Box,Shivaji Nagar,14.2,44.48,4.0,1,19.15,0
Chinese,Rainy,Box,Shivaji Nagar,13.81,37.43,3.4,0,22.14,0
Dessert,Rainy,Plastic,Kothrud,14.16,49.55,1.9,0,17.15,0
Fast Food,Cloudy,Box,Wakad,1.45,32.93,4.8,0,2.64,0
Fast Food,Clear,Plastic,Shivaji Nagar,10.96,10.24,3.1,1,64.22,0
Fast Food,Cloudy,Eco,Koregaon Park,4.16,20.76,4.2,1,12.02,0
Fast Food,Rainy,Bag,Kothrud,3.63,59.96,3.1,0,3.63,0
Fast Food,Clear,Plastic,Pimpri,12.2,30.27,4.7,0,24.18,0
Indian,Rainy,Bag,Koregaon Park,6.84,41.01,1.6,1,10.01,1
Chinese,Clear,Eco,Hadapsar,13.83,55.25,3.2,0,15.02,0
Fast Food,Clear,Eco,Wakad,1.59,11.03,1.1,0,8.65,0
Chinese,Cloudy,Eco,Wakad,12.23,42.98,1.8,0,17.07,0
Chinese,Clear,Plastic,Wakad,2.92,24.42,2.1,0,7.17,0
Indian,Cloudy,Bag,Kothrud,3.47,23.96,2.9,0,8.69,0
Fast Food,Rainy,Bag,Wakad,7.68,21.24,4.3,1,21.69,1
Indian,Clear,Box,Hinjewadi,6.54,51.14,2.9,0,7.67,0
Fast Food,Rainy,Plastic,Koregaon Park,7.81,28.65,3.2,1,16.36,1
Indian,Rainy,Box,Koregaon Park,14.16,13.36,4.7,1,63.59,1
Chinese,Clear,Box,Pimpri,10.2,14.84,4.0,0,41.24,0
Fast Food,Clear,Plastic,Wakad,5.06,17.43,1.2,1,17.42,0
Dessert,Clear,Box,Wakad,3.42,54.95,1.7,0,3.73,0
Chinese,Clear,Box,Hadapsar,6.88,31.37,1.2,0,13.16,0
Dessert,Clear,Box,Wakad,7.32,55.8,1.3,0,7.87,0
Chinese,Clear,Eco,Wakad,9.42,50.87,2.4,0,11.11,0
Indian,Clear,Plastic,Koregaon Park,4.72,51.89,3.9,0,5.46,0
Fast Food,Stormy,Eco,Koregaon Park,11.75,24.34,2.0,0,28.96,0
Chinese,Clear,Box,Viman Nagar,2.38,23.57,2.6,0,6.06,0
Indian,Cloudy,Box,Viman Nagar,8.85,38.0,2.6,0,13.97,0
Fast Food,Rainy,Eco,Koregaon Park,9.73,30.9,3.4,1,18.89,1
Fast Food,Cloudy,Box,Shivaji Nagar,3.9,35.45,4.6,1,6.6,0
Chinese,Clear,Plastic,Hadapsar,12.56,12.66,4.9,0,59.53,0
Fast Food,Stormy,Bag,Pimpri,9.62,58.58,3.4,1,9.85,1
Chinese,Rainy,Eco,Shivaji Nagar,10.04,12.91,3.0,0,46.66,0
Fast Food,Cloudy,Bag,Viman Nagar,7.97,18.94,3.7,0,25.25,0
Dessert,Clear,Bag,Wakad,13.73,43.91,3.7,0,18.76,0
Indian,Clear,Bag,Koregaon Park,10.71,17.78,3.1,1,36.14,0
Dessert,Rainy,Eco,Viman Nagar,6.35,15.34,3.9,1,24.84,1
Chinese,Clear,Box,Wakad,4.34,17.68,3.0,0,14.73,0
Dessert,Clear,Plastic,Hinjewadi,1.99,13.1,5.0,0,9.11,0
Chinese,Clear,Box,Kothrud,3.32,22.57,1.2,0,8.83,0
Fast Food,Rainy,Plastic,Wakad,14.9,23.56,2.8,1,37.95,1
Fast Food,Stormy,Box,Shivaji Nagar,6.69,34.93,2.6,1,11.49,1
Chinese,Clear,Bag,Baner,13.58,31.94,4.1,0,25.51,0
Dessert,Cloudy,Bag,Wakad,3.39,33.69,1.8,0,6.04,0
Fast Food,Rainy,Plastic,Baner,6.96,40.8,2.7,0,10.24,0
Indian,Clear,Eco,Hinjewadi,14.45,21.55,3.8,1,40.23,0
Fast Food,Stormy,Box,Hinjewadi,2.28,16.74,3.4,1,8.17,1
Indian,Cloudy,Bag,Viman Nagar,9.32,53.94,3.2,1,10.37,0
Dessert,Cloudy,Plastic,Hadapsar,13.87,41.7,2.7,0,19.96,0
Indian,Clear,Box,Hinjewadi,14.3,13.03,4.0,0,65.85,0
Indian,Rainy,Plastic,Shivaji Nagar,12.84,58.05,3.6,1,13.27,1
Indian,Clear,Eco,Baner,12.98,44.65,4.5,1,17.44,0
Indian,Clear,Eco,Wakad,10.13,17.59,3.9,0,34.55,0
Fast Food,Clear,Box,Hadapsar,4.09,58.46,1.6,1,4.2,1
Indian,Cloudy,Eco,Baner,11.23,28.27,3.5,1,23.83,0
Fast Food,Cloudy,Box,Hinjewadi,14.7,59.23,1.2,1,14.89,1
Indian,Clear,Box,Hadapsar,8.36,15.16,2.5,1,33.09,0
Chinese,Clear,Eco,Viman Nagar,4.65,18.0,2.6,0,15.5,0
Dessert,Cloudy,Plastic,Kothrud,9.03,42.87,4.4,1,12.64,0
Indian,Clear,Plastic,Kothrud,10.67,11.11,1.7,0,57.62,0
Chinese,Rainy,Box,Hinjewadi,3.92,10.93,3.6,0,21.52,0
Indian,Clear,Bag,Pimpri,11.07,49.6,1.8,0,13.39,0
Indian,Clear,Box,Viman Nagar,9.22,18.39,4.8,0,30.08,0
Indian,Stormy,Plastic,Kothrud,9.57,55.94,3.1,0,10.26,0
Chinese,Clear,Box,Pimpri,5.28,31.29,3.8,0,10.12,0
Dessert,Clear,Plastic,Hadapsar,3.17,53.68,3.6,0,3.54,0
Chinese,Clear,Eco,Kothrud,9.73,30.89,2.2,0,18.9,0
Dessert,Stormy,Box,Hadapsar,9.21,36.51,4.6,0,15.14,0
Indian,Cloudy,Box,Kothrud,5.73,25.83,3.5,1,13.31,0
Fast Food,Clear,Eco,Hinjewadi,5.14,42.9,3.0,0,7.19,0
Indian,Clear,Eco,Baner,5.86,25.91,3.1,1,13.57,0
Dessert,Rainy,Bag,Viman Nagar,7.86,21.16,4.6,0,22.29,0
Chinese,Clear,Eco,Baner,14.65,14.05,1.2,0,62.56,0
Indian,Rainy,Bag,Koregaon Park,11.69,12.88,2.6,0,54.46,0
Chinese,Clear,Eco,Viman Nagar,12.92,25.3,4.4,1,30.64,0
Chinese,Clear,Plastic,Hadapsar,8.08,46.82,1.2,0,10.35,0
Chinese,Rainy,Box,Wakad,8.37,20.28,3.6,0,24.76,0
Indian,Clear,Eco,Baner,3.86,24.96,2.6,1,9.28,1
Chinese,Cloudy,Plastic,Baner,11.09,55.26,1.8,0,12.04,0
Chinese,Clear,Eco,Pimpri,6.9,41.96,3.4,0,9.87,0
Indian,Clear,Box,Shivaji Nagar,11.39,55.99,4.3,0,12.21,0
Chinese,Stormy,Eco,Koregaon Park,6.73,55.56,2.9,0,7.27,0
